Symbol,Issue_Name,Primary_Listing_Mkt
RTOXF,Rotork Plc Ord 5p Ordinary Shares,U
RTP,Reinvent Technology Partners,NYSE
RTP U,"Reinvent Technology Partners Units, each consisting of one Class A ordinary share and one-fourth of",NYSE
RTP WS,"Reinvent Technology Partners Redeemable Warrants, each whole warrant exercisable for one Class A ord",NYSE
RTPPF,Rio Tinto Plc Ordinary Shares,U
RTPY,Reinvent Technology Partners Y Class A Ordinary Shares,NASDAQ
RTPYU,Reinvent Technology Partners Y Unit,NASDAQ
RTPYW,Reinvent Technology Partners Y Warrant,NASDAQ
RTPZ,Reinvent Technology Partners Z,NYSE
RTPZ U,"Reinvent Technology Partners Z Units, each consisting of one Class A ordinary share and one-fifth o",NYSE
RTPZ WS,"Reinvent Technology Partners Z Redeemable warrants, each whole warrant exercisable for one Class A o",NYSE
RTRFF,"Rumble Resources Ltd, Subiaco, WA Ordinary Shares (Australia)",U
RTRK,Red Truck Entertainment Inc. Common Stock,U
RTRZY,Rieter Holding AG Unsponsored ADR (Switzerland),U
RTSL,"Rapid Therapeutic Science Laboratories, Inc. Common Stock",U
RTSO,"RTS Oil Holdings, Inc. Common Stock",U
RTTGF,RTG Mng Inc Ordinary Shares (Virgin Islands British),U
RTTNY,ROTTNEROS AB  American Depositary Receipts - Unsponsored (Sweden),U
RTTO,Rito Group Corp Common Stock,U
RTWFF,RTW VENTURE FD LTD Ordinary Shares Guernsey(GG ),U
RTWRF,"TOWER RESOURCES PLC, LONDON Ordinary Shares",U
RTX,Raytheon Technologies Corporation,NYSE
RUBNF,ARBORGEN HLDGS LTD Ordinary Shares,U
RUBSF,RUBIS Ordinary Shares,U
RUBY,"Rubius Therapeutics, Inc. Common Stock",NASDAQ
RUDQF,RBC Quant US Dividend Leaders ETF Unit USD (Canada),U
RUEXF,Ruentex Development Co Ltd Ordinary Shares (Taiwan),U
RUFIF,Ruffer Investment Company Ltd. Part Red Pref Shs Guernsey (GG),U
RUMOF,Rumo SA Common Stock,U
RUN,Sunrun Inc. Common Stock,NASDAQ
RUNI,Reunion Industries Inc. Common Stock,U
RUPRF,"Rupert Resources, Ltd. Ordinary Shares",U
RUSHA,"Rush Enterprises, Inc. Common Stock Cl A",NASDAQ
RUSHB,"Rush Enterprises, Inc. Class B",NASDAQ
RUSL,Direxion Daily Russia Bull 2X Shares,ARCA
RUSMF,"Russel Metals, Inc. Ordinary Shares",U
RUTH,"Ruth's Hospitality Group, Inc. Common Stock",NASDAQ
RVBR,Markray Corp. Common Stock,U
RVCB,River Vy Cmnty Bancorp Common Stock,U
RVI,Retail Value Inc. Common Shares,NYSE
RVIV,Reviv3 Procare Co Common Stock,U
RVLGF,Revival Gold Inc. Ordinary Shares (Canada),U
RVLTF,Revolution Technologies Inc Ordinary Shares (Canada),U
RVLV,"Revolve Group, Inc.",NYSE
RVMD,"Revolution Medicines, Inc. Common Stock",NASDAQ
RVNC,"Revance Therapeutics, Inc. Common Stock",NASDAQ
RVNG,Raven Gold Corp. Common Stock,U
RVNU,Xtrackers Municipal Infrastructure Revenue Bond ETF,ARCA
RVP,"Retractable Technologies, Inc",AMEX
RVPH,"Reviva Pharmaceuticals Holdings, Inc. Common Stock",NASDAQ
RVPHW,"Reviva Pharmaceuticals Holdings, Inc. Warrants",NASDAQ
RVRC,"Revium Recovery, Inc. Common Stock",U
RVRF,River Financial Corp. Common Stock,U
RVRKF,RAVEN ROCK STRATEGIC INCOME FD Unit (Canada),U
RVSB,Riverview Bancorp Inc Common Stock,NASDAQ
RVSDF,RIVERSIDE RES INC NEW Common Shares,U
RVSGF,RIVERSGOLD LTD Ordinary Shares,U
RVSTF,Riverstone Energy Ltd Accum.SHS. GBP (Guernsey),U
RVT,"Royce Value Trust, Inc.",NYSE
RVTI,"Rival Technologies, Inc. Common Stock",U
RVTTY,Ravio Entmt Corp American Depositary Receipts - Unsponsored (Finland),U
RVVQF,Ravenquest Biomed Inc Ordinary Shares (Canada),U
RVVTF,Revive Therapeutics Ltd. Ordinary Shares (Canada),U
RVXCF,Resverlogix Corp Common Stock,U
RWBYF,RED WHITE & BLOOM BRANDS INC Common Stock,U
RWCB,Redwood Capital Bancorp (CA) Common Stock,U
RWCI,R W C Inc Common Stock,U
RWCRF,RIWI Corp. Ordinary Shares (Canada),U
RWEOY,Rwe Ag Ord Bearer Dm5 American Depository Receipt,U
RWFC,Renewable Fuel Corporations COMMON,U
RWGI,"Rodedawg International Industries, Inc. Common Stock",U
RWGV,Direxion Russell 1000 Growth Over Value ETF,ARCA
RWJ,Invesco S&P SmallCap 600 Revenue ETF,ARCA
RWK,Invesco S&P MidCap 400 Revenue ETF,ARCA
RWL,Invesco S&P 500 Revenue ETF,ARCA
RWLK,ReWalk Robotics Ltd. Ordinary Shares,NASDAQ
RWM,ProShares Short Russell2000,ARCA
RWMI,"RegalWorks Media, Inc Common Stock",U
RWNFF,RWE Ag Neu Essen Shs -A-,U
RWO,SPDR  Dow Jones  Global Real Estate ETF,ARCA
RWR,SPDR Dow Jones REIT ETF,ARCA
RWRDP,IConsumer Corp Non Vtg Pfd Stk Ser A,U
RWT,"Redwood Trust, Inc.",NYSE
RWVG,Direxion Russell 1000 Value Over Growth ETF,ARCA
RWWDF,BALSAM TECHNOLOGIES CORP Ordinary Shares,U
RWWI,"Rand Worldwide, Inc. Common Stock",U
RWX,SPDR Dow Jones  International Real Estate ETF,ARCA
RXD,ProShares UltraShort Health Care,ARCA
RXDX,"Prometheus Biosciences, Inc. Common Stock",NASDAQ
RXEEY,Rexel SA Unsponsored ADR (France),U
RXEI,"RXElite, Inc. Common Stock",U
RXHSF,Richco Invs Multiple Vtg Shs Ordinary Shares,U
RXI,iShares Global Consumer Discretionary ETF,ARCA
RXL,ProShares Ultra Health Care,ARCA
RXLSF,Rexel SA Paris Ordinary shares (France),U
RXMD,"Progressive Care, Inc. Common Stock",U
RXN,REXNORD CORPORATION,NYSE
RXRA,RXR Acquisition Corp. Class A Common Stock,NASDAQ
RXRAU,RXR Acquisition Corp. Units,NASDAQ
RXRAW,RXR Acquisition Corp. Warrants to purchase Class A common stock,NASDAQ
RXRLF,"Rex Minerals Ltd, Melbourne Ordinary Shares (Australia)",U
RXRX,"Recursion Pharmaceuticals, Inc. Class A Common Stock",NASDAQ
RXT,"Rackspace Technology, Inc. Common Stock",NASDAQ
RXXRF,Rox Resources Ltd Ordinary Shares (Australia),U
RY,Royal Bank of Canada,NYSE
RY PRT,"Royal Bank of Canada Depositary Shares, each representing a 1/40th interest in a share of 6.750% Fix",NYSE
RYAAY,Ryanair Holdings plc American Depositary Shares,NASDAQ
RYAM,Rayonier Advanced Materials Inc.,NYSE
RYAOF,Ryanair Holdings plc Ordinary Shares,U
RYB,"RYB Education, Inc. American depositary shares, each representing one Class A ordinary share",NYSE
RYBIF,Ryobi Ltd Ordinary Shares,U
RYCEF,Rolls Royce Holdings PLC Ordinary Shares (United Kingdom),U
RYCEY,Rolls Royce Holdings plc Sponsored American Depositary Shares,U
RYDAF,Royal Dutch Shell PLC Ordinary Shares A (UK),U
RYDBF,Royal Dutch Shell PLC Ordinary Shares B (UK),U
RYE,Invesco S&P 500 Equal Weight Energy ETF,ARCA
RYES,Rise Gold Corp.  Common Stock,U
RYF,Invesco S&P 500 Equal Weight Financials ETF,ARCA
RYFL,"Royal Financial, Inc. Common Stock",U
RYGYF,Reysas Gayrimenkul Yatirim Ortaklig Ordinary Shares (Turkey),U
RYH,Invesco S&P 500 Equal Weight Health Care ETF,ARCA
RYHTY,Ryman Healthcare Ltd. Unsponsored American Depository Receipt (New Zealand),U
RYI,RYERSON HOLDING CORPORATION,NYSE
RYJ,Invesco Raymond James SB-1 Equity ETF,ARCA
RYKKF,Ryohin Keikaku Co Ltd (Jpn) Ordinary Shares,U
RYKKY,Ryohin Keikaku Co Ltd (Jpn) Unsponsored ADR (Japan),U
RYLD,Global X Russell 2000 Covered Call ETF,BATS
RYLPF,Royal Phillips NV Ordinary Shares (Netherlands),U
RYMDF,Relay Medical Corp. Ordinary Shares,U
RYMM,Royal Mines & Minerals Corp. Common Stock,U
RYMTF,Royal BK CDA Montreal Que NON CUM 5 YR RATE RESET PFD SER BM NON VARIABLE CONTINGENT (CAP)   (Canada),U
RYN,Rayonier Inc.,NYSE
RYNL,Reynaldos Mexican Food Company Common Stock,U
RYOOF,Rio Silver Inc Common Shares (Canada),U
RYPE,"Royalite Petroleum Company, Inc. Common Stock",U
RYPPF,RYU APPAREL INC  Ordinary Shares,U
RYPTF,RNY Property Trust Ordinary Shares (Australia),U
RYSKF,Reysas Tasimacilik Ve Lojistik Ordinary Shares (Turkey),U
RYSMF,Royal Standard Minerals Inc Ordinary Shares,U
RYT,Invesco S&P 500 Equal Weight Technology ETF,ARCA
RYTM,"Rhythm Pharmaceuticals, Inc. Common Stock",NASDAQ
RYTTF,Royalty North Partners Ltd Ordinary Shares,U
RYU,Invesco S&P 500 Equal Weight Utilities ETF,ARCA
RYWKF,Raymond Ltd GDR (India),U
RZA,"REINSURANCE GROUP OF AMERICA, INCORPORATED 6.20% Fixed-To-Floating Rate Subordinated Debentures due",NYSE
RZB,"Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due",NYSE
RZG,Invesco S&P SmallCap 600 Pure Growth ETF,ARCA
RZLLY,Rizal Coml Bkg Corp American Depositary Receipts - Unsponsored (Phillippines),U
RZLT,"Rezolute, Inc. Common Stock",NASDAQ
RZREF,Razer Energy Corp. Ordinary Shares (Canada),U
RZRLF,RAZOR LABS LTD Ordinary Shares,U
RZSMF,Rizzoli Corriere della Sera Mediagroup Spa Ordinary Shares (Italy),U
RZV,Invesco S&P SmallCap 600 Pure Value ETF,ARCA
RZZN,"JiaLiJia Group Corporation, Ltd. Common Stock",U
RZZRY,Razer Inc American Depositary Receipts - Unsponsored (Cayman Islands),U
SA,"Seabridge Gold, Inc.",NYSE
SAA,ProShares Ulta SmallCap600,ARCA
SAABF,SAAB AB Ordinary Shares B (Sweden),U
SAABY,Saab AB American Depositary Receipts - Unsponsored,U
SAAFY,Saras Raffinerie Sarde Spa Unsponsored American Depository Receipt (Italy),U
SAAGF,"Shanta Gold Ltd, St Peter Port Ordinary Shares (Guernsey)",U
SAAX,Nouveau Ventures Inc.  Common Stock,U
SABB,Santa Ana Business Bank (CA) Common Stock,U
SABK,SOUTH ATLANTIC BANCSHARES INC Common Shares,U
SABNW,Sabine Oil & Gas Holdings Inc. Warrant Tranche 2,U
SABR,Sabre Corporation Common Stock,NASDAQ
SABRP,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,NASDAQ
SACC,Sachem Capital Corp. 6.875% Notes due 2024,AMEX
SACH,Sachem Capital Corp. Common Shares,AMEX
SADL,"William H. Sadlier, Inc. Common Stock",U
SADMF,Sanatana Resources Inc Common Shares,U
SAEC,Starlight Energy Corporation. Common Stock,U
SAEI,"Supatcha Resources, Inc. Common Stock",U
SAENF,Solar Alliance Energy Inc New Common Shares,U
SAEOF,Sanden Hldgs Corp Ordinary Shares (Japan),U
SAEUF,Saturn Oil & Gas Inc. Common Shares,U
SAEYY,Shop Apotheke Europe NV  American Depositary Receipts - Unsponsored,U
SAF,Saratoga Investment Corp. 6.25% Notes due 2025,NYSE
SAFE,Safehold Inc.,NYSE
SAFLF,Safilo Group Spa Vicenza Ordinary Shares (Italy),U
SAFLY,Safilo Group Spa Vicenza American Depositary Shares (Italy),U
SAFM,"Sanderson Farms, Inc. Common Stock",NASDAQ
SAFRF,Safran S.A. Ordinary Shares (France),U
SAFRY,Safran S.A. Unsponsored ADR (France),U
SAFS,"Safer Shot, Inc. Common Stock",U
SAFT,"Safety Insurance Group, Inc. Common Stock",NASDAQ
SAGD,South American Gold Corp. Common Stock,U
SAGE,"Sage Therapeutics, Inc. Common Stock",NASDAQ
SAGGF,Sterling Metals Corp Common Shares,U
SAGKF,Stagecoach Group Plc Ords Ordinary Shares (UK),U
SAH,"Sonic Automotive, Inc.",NYSE
SAHAF,SAHA PATHANAPIBUL PUBLIC CO LTD UNITS NON -VOTING DEPOSITORY RECEIPT (Thailand),U
SAHN,"Saudi American Holdings, Corp. Common Stock",U
SAHRF,Sahara Energy Ltd Ordinary Shares,U
SAIA,"Saia, Inc. Common Stock",NASDAQ
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,NYSE
SAIDF,Fidelity Minerals Corp Common Shares,U
SAII,Software Acquisition Group Inc. II Class A Common Stock,NASDAQ
SAIIU,Software Acquisition Group Inc. II Unit,NASDAQ
SAIIW,Software Acquisition Group Inc. II Warrant,NASDAQ
SAIL,"SailPoint Technologies Holdings, Inc. Common Stock",NYSE
SAK,Saratoga Investment Corp. 7.25% Notes due 2025,NYSE
SAKH,Sakha Enterprises Corp. Common Stock,U
SAKL,"Sack Lunch Productions, Inc. Common Stock",U
SAL,"Salisbury Bancorp, Inc. Common Stock",NASDAQ
SALDF,Salamander Energy PLC  Ordinary shares (United Kingdom),U
SALM,"Salem Media Group, Inc. Class A Common Stock",NASDAQ
SALN,Salon City Inc. Common Stock,U
SALRF,Salmar ASA Ordinary Shares (Norway),U
SALRY,Salmar ASA Unsponsored ADR (Norway),U
SAM,Boston Beer Company,NYSE
SAMAU,Schultze Special Purpose Acquisition Corp. II Units,NASDAQ
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,NASDAQ
SAML,"Samsara Luggage, Inc. Common Stock",U
SAMMF,Sama Resources Inc./Ressources Sama Inc Ordinary Shares (Canada),U
SAMOF,Sangoma Technologies Corporation Ordinary Shares,U
SAMZF,Samui Airport Property Fund Units (Thailand),U
SAN,Banco Santander S.A.,NYSE
SANA,"Sana Biotechnology, Inc. Common Stock",NASDAQ
SAND,Sandstorm Gold Ltd,NYSE
SANJF,SANKEN ELECTRIC CO LTD Ordinary Shares (Japan),U
SANM,Sanmina Corporation Common Stock,NASDAQ
SANP,Santo Mining Corp.  Common Stock,U
SANT,"Santeon Group, Inc.  Common Stock",U
SANW,S&W Seed Company Common Stock (NV),NASDAQ
SAOGF,Seria Co Ltd Ogaki Ordinary Shares (Japan),U
SAP,SAP SE,NYSE
SAPGF,Sap SE Ordinary Shares (Germany Federal Republic),U
SAPIF,Saputo Inc Ordinary Shares,U
SAPLF,Sylvania Platinum Limited Ordinary Shares (Bermuda),U
SAPMF,Saipem Spa San Donato Milanese Ordinary Shares,U
SAPMY,Saipem Spa San Donato Milanese American Depositary Receipts - Unsponsored,U
SAPX,"Seven Arts Entertainment, Inc. Common stock (NV)",U
SAR,SARATOGA INVESTMENT CORP. NEW,NYSE
SARDF,SANFORD LTD O N (New Zealand),U
SARDY,Sanford Ltd Unsponsored ADR (New Zealand),U
SARSF,Canada House Wellness Group Inc. Ordinary Shares,U
SARTF,Sartorius Ag Ordinary Shares,U
SASDF,SAS AB Stockholm Ordinary Shares (Sweden),U
SASDY,SAS AB Unsponsored ADR (Sweden),U
SASEF,Sas Dragon Hldgs Ltd Ordinary Shares (Bermuda),U
SASOF,Sasol Ltd. Ordinary Shares,U
SASR,"Sandy Spring Bancorp, Inc. Common Stock",NASDAQ
SATLF,Zozo Inc Ordinary Shares,U
SATOF,Sato Holdings Corp Ordinary Shares (Japan),U
SATS,EchoStar  Corporation Common Stock,NASDAQ
SAUHF,Straumann Holding Ag Namen AKT (Switzerland),U
SAUHY,Straumann Holding Ag Unsponsored ADR (Switzerland),U
SAUKF,Steel Authority Of India Ltd Reg S GDR (India),U
SAUNF,Ausnet Services Stapled Security (Australia),U
SAVA,"Cassava Sciences, Inc. Common Stock",NASDAQ
SAVE,"Spirit Airlines, Inc.",NYSE
SAVNF,SAVANNAH RESOURCES PLC Ordinary Shares,U
SAVW,"SavWatt USA, Inc. Common Stock",U
SAWLF,SHAWCOR LTD Ordinary Shares,U
SAXJY,Sa Sa International Holdings Ltd Unsponsored ADR (Cayman Islands),U
SAXPF,Sampo OYJ Shs A (Finland),U
SAXPY,Sampo OYJ Unsponsored ADR representing A shares (Finland),U
SAYC,"China Shianyun Group Corp., Ltd. Common Stock",U
SAYFF,3 Sixty Risk Solutions Ltd Common Shares,U
SB,"Safe Bulkers, Inc.",NYSE
SB PRC,"SAFE BULKERS, INC. 8.00%  SER C",NYSE
SB PRD,"Safe Bulkers, Inc. 8.00% Series D",NYSE
SBAC,SBA Communications Corporation Class A Common Stock,NASDAQ
SBAGY,Strabag Se-Br Unsponsored ADR (Austria),U
SBAY,"Subaye, Inc.  Common Stock",U
SBB,ProShares Short SmallCap600,ARCA
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,NYSE
SBBG,"Seibels Bruce Group, Inc. (The) Common Stock",U
SBBI,"S.B.C.P. Bancorp, Inc. Common Stock",U
SBBP,Strongbridge Biopharma plc Ordinary Shares,NASDAQ
SBBSF,Sabana Shariah Compliant Industrial Real Estate Investment Trust Ordinary Shares (Singapore),U
SBBTF,Schibsted  ASA Ordinary Shares B (Norway),U
SBCF,Seacoast Banking Corporation of Florida Common Stock,NASDAQ
SBDCF,SBD Capital Corp Common Shares,U
SBDG,"Small Business Development Group, Inc. Common Stock",U
SBDKP,Stanley Black & Decker Inc. 4.75% Perp Cum Convertible Pfd Series B,U
SBEA,SilverBox Engaged Merger Corp I Class A Common Stock,NASDAQ
SBEAU,SilverBox Engaged Merger Corp I Units,NASDAQ
SBEAW,SilverBox Engaged Merger Corp I Warrant,NASDAQ
SBES,"South Beach Spirits, Inc. Common Stock",U
SBEV,SPLASH BEVERAGE GROUP INC Common Stock,U
SBFFF,SBM Offshore Nv Ordinary Shares (Netherlands),U
SBFFY,SBM Offshore Nv Unsponsored ADR (Netherlands),U
SBFG,"SB Financial Group, Inc. Common Stock",NASDAQ
SBFM,Sunshine Biopharma Inc. Common Stock,U
SBG,Sandbridge Acquisition Corporation,NYSE
SBG U,"Sandbridge Acquisition Corporation Units, each consisting of one share of Class A Common Stock and o",NYSE
SBG WS,"Sandbridge Acquisition Corporation Warrants, each whole warrant exercisable for one share of Class A",NYSE
SBGI,"Sinclair Broadcast Group, Inc. Class A Common Stock",NASDAQ
SBGOF,"Standard Bank Group, Ltd. Ordinary Shares (South Africa)",U
SBGSF,Schneider Electric Sa Ordinary Shares (France),U
SBGSY,Schneider Electric SE Unsponsored ADR (France),U
SBH,"Sally Beauty Holdings, Inc.",NYSE
SBHGF,SBI Holdings Inc Ordinary Shares,U
SBHMY,Sino Biopharmaceutical American Depositary Receipts (Unsponsored)(Caymand Islands),U
SBI,"Western Asset Intermediate Muni Fund, Inc.",NYSE
SBIGY,SABRE INS GROUP PLC American Depositary Receipts - Unsponsored  United Kingdom(GB ),U
SBII,Sandbridge X2 Corp.,NYSE
SBII U,"Sandbridge X2 Corp. Units, each consisting of one share of Class A common stock and one-third of one",NYSE
SBII WS,"Sandbridge X2 Corp. Redeemable Warrants, each whole Warrant exercisable for one share of Class A Com",NYSE
SBIMF,INVESCO MKTS PLC NASDAQ BIOTECHNOLOGY UCITS ETF (Ireland),U
SBIO,ALPS Medical Breakthroughs ETF,ARCA
SBIZF,"Symbio Pharmaceuticals Limited, Tokyo Ordinary Shares (Japan)",U
SBKFF,State Bank Of India Global Depositary Shares Reg S (India),U
SBKK,"Suncrest Bank (Visalia, CA) Common Stock",U
SBKO,"Summit Bank Group, Inc.  Common Stock",U
SBKT,Sumner Bank and Trust Common Stock,U
SBLK,Star Bulk Carriers Corp. Common Shares,NASDAQ
SBLKZ,Star Bulk Carriers Corp. 8.30% Senior Notes due 2022,NASDAQ
SBLRF,Sable Resources Ltd Ordinary Shares,U
SBLUY,STABILUS S A American Depositary Receipts - Unsponsored Luxembourg(LU ),U
SBM,ProShares Short Basic Materials,ARCA
SBMFF,Sino Biopharmaceutical Ordinary Shares (Cayman Islands),U
SBMIF,Stratabound Minerals Corp Common Shares,U
SBMJF,DIMERIX BIOSCIENCE LTD SHS (Australia),U
SBMSF,DANAKALI LTD  Ordinary Shares,U
SBNC,Southern Bancshares N C Inc Common Stock,U
SBNCM,Southern Bancshares N C Inc Preferred Stock,U
SBNCN,Southern Bancshares N C Inc Preferred Stock,U
SBNY,Signature Bank Common Stock,NASDAQ
SBNYP,"Signature Bank Depositary shares, each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock",NASDAQ
SBOEF,Schoeller Bleckman Oilfld Eqpm Ordinary Shares,U
SBOEY,Schoeller Bleckman Oilfld Eqpm Unsponsored ADR (Austria),U
SBOW,"SilverBow Resources, Inc.",NYSE
SBOX,"Superbox, Inc. Common Stock",U
SBR,Sabine Royalty Trust,NYSE
SBRA,"Sabra Health Care REIT, Inc. Common Stock",NASDAQ
SBRCY,Sberbank  Russia Sponsored American Depository Receipt (Russia),U
SBRKF,Sparebank 1 Sr Bk ASA  Ordinary Shares,U
SBS,COMPANHIA DE SANEAMENTO B SICO DO ESTADO DE SAO PAULO-SABESP ADS'S,NYSE
SBSAA,"Spanish Broadcasting System, Inc. Class A Common Stock",U
SBSI,"Southside Bancshares, Inc. Common Stock",NASDAQ
SBSNF,Schibsted  (F) Ordinary Shares,U
SBSNY,Schibsted  ASA Unsponsored ADR (Norway),U
SBSOF,SBS Holdings Ltd Tokyo SHS (Japan),U
SBSTF,SBS TRANSIT LTD Ordinary Shares,U
SBSW,"Sibanye-Stillwater American Depositary Shares, each representing four ordinary shares",NYSE
SBT,"Sterling Bancorp, Inc. Common Stock",NASDAQ
SBTX,"Silverback Therapeutics, Inc. Common Stock",NASDAQ
SBUDF,Sugarbud Craft Growers Corp Ordinary Shares,U
SBUG,iPath Silver ETN,ARCA
SBUM,Silver Buckle Mines Inc Common Stock,U
SBUX,Starbucks Corporation Common Stock,NASDAQ
SBVTF,Sabvest Cap Ltd Ordinary Shares (South Africa),U
SBWFF,CORNISH METALS INC Ordinary Shares,U
SBYSF,SIBANYE STILLWATER LTD Ordinary Shares,U
SC,SANTANDER CONSUMER USA HOLDINGS INC,NYSE
SCABY,Svenska Cellulosa Aktiebolaget SCA American Depositary Receipts - Unsponsored,U
SCAL,Stem Cell Authority Ltd. Common Stock,U
SCANF,Scandi STD AB Ordinary Shares (Sweden),U
SCAQ,Stratim Cloud Acquisition Corp. Class A Common Stock,NASDAQ
SCAQU,Stratim Cloud Acquisition Corp. Unit,NASDAQ
SCAQW,Stratim Cloud Acquisition Corp. Warrant,NASDAQ
SCAXF,Sparta Cap Ltd Common Shares,U
SCBFF,Standard Chartered Plc Ordinary Shares,U
SCBFY,Standard Chartered PLC Unsponsored ADR (United Kingdom),U
SCBGF,SIG COMBIBLOC GROUP AG NAMEN AKT (Switzerland),U
SCBS,"Southern Community Bancshares, Inc. Common Stock",U
SCBZ,Scoobeez Global Inc. Common Stock,U
SCC,ProShares UltraShort Consumer Services,ARCA
SCCAF,Sleep Country Canada Holdings Inc. Ordinary Shares (Canada),U
SCCB,Sachem Capital Corp. 7.125% Notes due 2024,AMEX
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,AMEX
SCCCF,Sunac China Holdings Limited Ordinary Shares (Cayman Islands),U
SCCFF,Strategic Resources Inc Common Shares,U
SCCO,Southern Copper Corporation,NYSE
SCCRF,ALSET CAP INC Ordinary Shares,U
SCCTY,Scout24 American Depositary Receipts - Unsponsored (Germany),U
SCD,"LMP Capital and Income Fund, Inc.",NYSE
SCDA,B- Scada Inc. Common Stock,U
SCDL,ETRACS 2x Leveraged US Dividend Factor TR ETN,ARCA
SCE PRG,SCE TRUST II 5.10% Trust Preference Securities,NYSE
SCE PRH,SCE TRUST III 5.75% Fixed-to-Floating Rate Trust Preference Securities of SCE Trust III,NYSE
SCE PRJ,SCE TRUST IV 5.375% Fixed-to-Floating Rate Trust Preference Securities,NYSE
SCE PRK,SCE TRUST V,NYSE
SCE PRL,SCE TRUST VI 5.00% Trust Preference Securities,NYSE
SCEDF,Scholar Ed Group Ordinary Shares (Cayman Islands),U
SCEYF,SOURCE ENERGY SERVICES LTD Ordinary Shares,U
SCFFF,Spot Coffee Ltd Ordinary Shares (Canada),U
SCFLF,SCHAEFFLER AG Schaeffler Ag Inh.Vzo (Germany),U
SCFR,Security First International Holdings Inc. Common Stock,U
SCGEY,SHOUCHENG HLDGS LTD American Depositary Receipts - Unsponsored,U
SCGHF,Suncity Group Holdings Ltd Ordinary Shares (Cayman Islands),U
SCGLF,Societe Generale Ordinary Shares,U
SCGLY,Societe Generale France Sponsored ADR (France),U
SCGPY,Serco Group plc American Depositary Receipts - Sponsored (United Kingdom),U
SCGRF,SECOS GROUP LTD Ordinary Shares,U
SCGX,Saxon Capital Group Inc. Common Stock,U
SCGY,"Scientific Energy, Inc. Common Stock",U
SCHA,Schwab U.S Small- Cap ETF,ARCA
SCHB,Schwab U.S. Broad Market ETF,ARCA
SCHC,Schwab International Small-Cap Equity ETF,ARCA
SCHD,Schwab US Dividend Equity ETF,ARCA
SCHE,Schwab Emerging Markets Equity ETF,ARCA
SCHF,Schwab International Equity ETF,ARCA
SCHG,Schwab U.S. Large-Cap Growth ETF,ARCA
SCHH,Schwab U.S. REIT ETF,ARCA
SCHI,Schwab 5-10 Year Corporate Bond ETF,ARCA
SCHJ,Schwab 1-5 Year Corporate Bond ETF,ARCA
SCHK,Schwab 1000 Index ETF,ARCA
SCHL,Scholastic Corporation Common Stock,NASDAQ
SCHM,Schwab U.S. Mid-Cap ETF,ARCA
SCHN,"Schnitzer Steel Industries, Inc. Class A Common Stock",NASDAQ
SCHO,Schwab Short-Term U.S. Treasury ETF,ARCA
SCHP,Schwab U.S. TIPS ETF,ARCA
SCHQ,Schwab Long-Term U.S. Treasury ETF,ARCA
SCHR,Schwab Intermediately-Term U.S. Treasury ETF,ARCA
SCHV,Schwab U.S. Large-Cap Value ETF,ARCA
SCHW,The Charles Schwab Corporation,NYSE
SCHW PRD,Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% N,NYSE
SCHW PRJ,"The Charles Schwab Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of",NYSE
SCHX,Schwab U.S. Large- Cap ETF,ARCA
SCHY,Schwab International Dividend Equity ETF,ARCA
SCHYF,Sands China Ltd Shs (Cayman Islands),U
SCHYY,Sands China Ltd Unsponsored ADR (Cayman Islands),U
SCHZ,Schwab US Aggregate Bond ETF,ARCA
SCI,Service Corporation International,NYSE
SCIA,"SCI Engineered Materials, Inc. Common Stock",U
SCIE,SpectraScience Inc Common Stock New,U
SCIXF,Suny Cellular Communication Ltd. Ordinary Shares,U
SCJ,iShares MSCI Japan Small-Cap ETF,ARCA
SCKT,"Socket Mobile, Inc. Common Stock",NASDAQ
SCL,Stepan Co.,NYSE
SCLE,Broadscale Acquisition Corp. Class A common stock,NASDAQ
SCLEU,Broadscale Acquisition Corp. Units,NASDAQ
SCLEW,Broadscale Acquisition Corp. Warrant,NASDAQ
SCLZF,Scales Corp TLD Ordinary Shares (New Zealand),U
SCM,STELLUS CAPITAL INVESTMENT CORPORATION,NYSE
SCMWY,Swisscom AG Common Stock,U
SCNA,Smart Cannabis Corp. Common Stock,U
SCND,"Scientific Industries, Inc. Common Stock",U
SCNFF,Scanfil OYJ Ordinary Shares (Finland),U
SCNG,SC Holdings Corporation Common Stock,U
SCNLF,Scancell Holdings PLC Ordinary Shares (Great Britain),U
SCNNF,SATIVA WELLNESS GROUP INC Common Shares,U
SCNPF,Shandong Chenming Paper Holdings Ltd SHS (China),U
SCNTQ,"Scient, Inc. Common Stock",U
SCO,ProShares UltraShort Bloomberg Crude Oil,ARCA
SCOA,ScION Tech Growth I Class A Ordinary Shares,NASDAQ
SCOAU,ScION Tech Growth I Unit,NASDAQ
SCOAW,ScION Tech Growth I Warrant,NASDAQ
